utilization_rate,power_usage
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.71
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.646
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.583
0,74.664
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.563
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.589
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.657
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.692
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.625
0,74.693
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.647
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.607
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.695
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.674
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.752
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.827
0,74.827
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.753
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.74
0,74.733
0,74.733
0,74.733
0,74.733
0,74.733
0,74.733
0,74.733
0,74.733
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.767
0,74.811
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.791
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.811
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.727
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.746
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.68
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.714
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.738
0,74.729
0,74.729
0,74.729
0,74.729
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.682
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.676
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.567
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.592
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.603
0,74.643
0,74.643
0,74.643
0,74.643
0,74.643
0,74.643
0,74.643
0,74.627
0,74.627
0,74.627
0,74.627
0,74.627
0,74.627
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.666
0,74.71
0,74.71
0,74.71
0,74.644
0,74.644
0,74.644
0,74.644
0,74.644
0,74.644
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.668
0,74.628
0,74.628
0,74.628
0,74.628
0,74.628
0,74.628
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.677
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.731
0,74.652
0,74.652
0,74.652
0,74.652
0,74.652
0,74.652
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.688
0,74.719
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.724
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.697
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.745
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.716
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.653
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.675
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.8
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.94
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.933
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.77
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.761
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.698
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.734
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.759
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.937
0,74.855
0,74.855
0,74.855
0,74.855
0,74.855
0,74.855
0,74.855
0,74.855
0,74.9
