utilization_rate,power_usage
0,75.19
0,75.19
0,75.19
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.2
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.221
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.117
0,75.077
0,75.077
0,75.128
0,75.071
0,75.071
0,75.071
0,75.071
0,75.071
0,75.071
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.049
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.164
0,75.235
0,75.235
0,75.235
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.059
0,75.1
0,75.1
0,75.1
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,74.983
0,75.016
0,75.016
0,75.016
0,75.016
0,75.016
0,75.016
0,75.153
0,75.153
0,75.153
0,75.153
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.045
0,75.047
0,75.047
0,75.047
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.957
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,74.952
0,75.083
0,75.083
0,75.083
0,75.083
0,75.083
0,75.083
0,75.083
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,75.156
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,74.951
0,75.03
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.911
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.772
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.927
0,74.894
0,74.894
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.671
0,74.661
0,74.785
0,74.785
0,74.785
0,74.785
0,74.785
0,74.785
0,74.785
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.81
0,74.695
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.681
0,74.623
0,74.623
0,74.623
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.663
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.786
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.747
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.737
0,74.748
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.667
0,74.679
0,74.679
0,74.679
0,74.679
0,74.679
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.685
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.662
0,74.515
0,74.515
0,74.515
